time,btc,1inch,aave,ada,algo,alpha,ant,bal,bat,bch,bnb,bsv,btg,busd,comp,cro,crv,cvc,dai,dash,dcr,dgb,doge,dot,drgn,elf,eos_eth,etc,eth,ftt,fun,fxc,gas,gno,gnt,grin,gusd,hedg,ht,husd,icp,knc,lend,leo_eos,leo_eth,link,loom,lpt,eos,ltc,maid,mana,matic_eth,mkr,neo,nxm,omg,pax,paxg,pay,perp,poly,powr,ppt,qash,qnt,ren,renbtc,rep,rev_eth,sai,snt,snx,srm,sushi,swrv,trx,trx_eth,tusd,uma,uni,usdc,usdk,usdt,vtc,wnxm,wtc,xaut,xem,xmr,xrp,xtz,xvg,yfi,zec,zrx
2016-03-30,412.777697779076,,,,,,,,,,,,,,,,,,,6.84453684636264,,0.0006522932234746,0.000230443993945,,,,,,11.8662580976037,,,,,,,,,,,,,,,,,,,,,3.20887743024954,0.0836059468569484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9935489104195452,0.0611651203726144,,,,0.0014839324460243,1.43830500146184,0.0070768869013982,,,,,
2016-03-31,415.956811221508,,,,,,,,,,,,,,,,,,,6.87656947992708,,0.000570434200245,0.0002309563606639,,,,,,11.3805020005845,,,,,,,,,,,,,,,,,,,,,3.26104681020341,0.0809292955085188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000756197321278,0.0598998452841852,,,,0.0014932849522852,1.40428253311516,0.0074560579313261,,,,,
2016-04-01,417.20066025716,,,,,,,,,,,,,,,,,,,7.06539143684334,,0.0005418473430856,0.0002231906248028,,,,,,11.634682565751,,,,,,,,,,,,,,,,,,,,,3.25357511659609,0.079839013956784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9984391596875124,0.0586751008585669,,,,0.0014769849450579,1.45372037360137,0.0073655757340605,,,,,
2016-04-02,419.763056691993,,,,,,,,,,,,,,,,,,,7.03133257548166,,0.0005174483722158,0.000225543768733,,,,,,11.6253264757452,,,,,,,,,,,,,,,,,,,,,3.26457590092862,0.0797600223441351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996485233393873,0.0590316008124234,,,,0.0014396658451121,1.54988150825472,0.0075046483108648,,,,,
2016-04-03,420.073578901227,,,,,,,,,,,,,,,,,,,6.98112779651437,,0.0004746436164867,0.0002195956975433,,,,,,11.6097399362946,,,,,,,,,,,,,,,,,,,,,3.25690648047294,0.0814440837388613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992994059285564,0.0593950014851958,,,,0.001366438710334,1.54474374731621,0.0074280481595056,,,,,
2016-04-04,419.540727878434,,,,,,,,,,,,,,,,,,,6.91366681144132,,0.0004930388199169,0.0002190068068475,,,,,,11.1254464348334,,,,,,,,,,,,,,,,,,,,,3.23760998099634,0.0819419516485473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9959252961035197,0.0569122186741975,,,,0.0013897900842138,1.58638329155436,0.0074086876133557,,,,,
2016-04-05,422.50136440678,,,,,,,,,,,,,,,,,,,7.04262426607471,,0.0004162895325406,0.0002153412411467,,,,,,10.4364448877849,,,,,,,,,,,,,,,,,,,,,3.25291900580834,0.076988754714005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000047554652742,0.054627511177955,,,,0.0013546097500268,1.50600288058877,0.00733958900313,,,,,
2016-04-06,421.907191233197,,,,,,,,,,,,,,,,,,,6.98422198416594,,0.0004367193145939,0.0002157723626131,,,,,,10.7240740794857,,,,,,,,,,,,,,,,,,,,,3.25584570862205,0.0755681326241667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999157203620821,0.0522745347565151,,,,0.0013501030119462,1.50406453789081,0.0071050761477886,,,,,
2016-04-07,421.467220046756,,,,,,,,,,,,,,,,,,,6.89533322211124,,0.0004243623131135,0.0002110881006583,,,,,,10.0923154412624,,,,,,,,,,,,,,,,,,,,,3.24224636456172,0.0747206233228683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99518932911179,0.0564471047808621,,,,0.00135290977635,1.50449106874579,0.0067561616594387,,,,,
2016-04-08,418.643460549386,,,,,,,,,,,,,,,,,,,6.96558822033524,,0.0004060002322986,0.0002103370813561,,,,,,9.71449246171829,,,,,,,,,,,,,,,,,,,,,3.2153052795316,0.0758158944452424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9927597685330404,0.053570304266743,,,,0.0014252876878265,1.28787138282997,0.0066428479876277,,,,,
2016-04-09,418.758635359439,,,,,,,,,,,,,,,,,,,6.67122244339648,,0.000385901379044,0.0002062186322508,,,,,,9.10883037872589,,,,,,,,,,,,,,,,,,,,,3.23273714071059,0.0749329103060288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995573463356458,0.0556861909664355,,,,0.0014195917738685,1.14327200317848,0.0060751814077687,,,,,
2016-04-10,421.954488544711,,,,,,,,,,,,,,,,,,,6.53760949304571,,0.0003973052932878,0.0002055429094306,,,,,,8.87182292402104,,,,,,,,,,,,,,,,,,,,,3.24427879909185,0.067306061332399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.006239431517223,0.0532801932685406,,,,0.0013952399893357,1.09595677481542,0.005906662705907,,,,,
2016-04-11,423.273044009351,,,,,,,,,,,,,,,,,,,6.33054665656975,,0.000426748781162,0.0002130087331372,,,,,,8.69525671537113,,,,,,,,,,,,,,,,,,,,,3.24975697794537,0.0632439959524388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002507480675667,0.0536887940446552,,,,0.0014435077784442,1.02023383964903,0.0060238628947973,,,,,
2016-04-12,427.427664582116,,,,,,,,,,,,,,,,,,,6.52933098314519,,0.0003831310699101,0.0002328773805116,,,,,,7.4949641735827,,,,,,,,,,,,,,,,,,,,,3.28612991638638,0.0791491137662013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.003475595647772,0.0514048769342843,,,,0.0014079279912627,0.945431279001769,0.0058835837713232,,,,,
2016-04-13,424.87251811806,,,,,,,,,,,,,,,,,,,6.53523373573031,,0.0004005000823183,0.0002305034476316,,,,,,8.04542446054939,,,,,,,,,,,,,,,,,,,,,3.2526383028514,0.0791530359621204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9984835538736562,0.0480637858054448,,,,0.00135750692967,1.03257306804666,0.0058487526219932,,,,,
2016-04-14,425.8565949737,,,,,,,,,,,,,,,,,,,6.43794851882677,,0.0004277449491443,0.0002334668806981,,,,,,8.45583827527761,,,,,,,,,,,,,,,,,,,,,3.25675755375181,0.0768854060703983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999113652103431,0.0527056267134264,,,,0.0015933622371188,1.01013797003737,0.0063451639566444,,,,,
2016-04-15,430.724418760959,,,,,,,,,,,,,,,,,,,6.06063096075073,,0.0004133866910175,0.0002357365820368,,,,,,8.21057201344243,,,,,,,,,,,,,,,,,,,,,3.29312874948592,0.0757934946270276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99808405566719,0.0521190556836518,,,,0.0014315575410581,0.987875064888819,0.006384770291495,,,,,
2016-04-16,432.216313033314,,,,,,,,,,,,,,,,,,,6.33074863568241,,0.0004382279342007,0.0002323888179486,,,,,,8.57401139099942,,,,,,,,,,,,,,,,,,,,,3.29002817109578,0.0777971271506523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9937981500132878,0.0536553330999556,,,,0.0014453351399386,0.981308960223912,0.0065414193440056,,,,,
2016-04-17,429.339968731736,,,,,,,,,,,,,,,,,,,6.40216896323233,,0.0004536818637327,0.0002271214833287,,,,,,9.33850245178258,,,,,,,,,,,,,,,,,,,,,3.27157722138663,0.0817090030640277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9963958487499204,0.0557982609232178,,,,0.0015271218691674,1.0326821186949,0.0065545217692588,,,,,
2016-04-18,429.656933664524,,,,,,,,,,,,,,,,,,,6.26459122701048,,0.0004433625127308,0.0002231366156434,,,,,,8.98708852425482,,,,,,,,,,,,,,,,,,,,,3.26362245454072,0.0832350305750958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981684688710758,0.0643785456455845,,,,0.0015674663395075,1.11081252840013,0.0070844007363153,,,,,
2016-04-19,437.568726183518,,,,,,,,,,,,,,,,,,,6.44219545593455,,0.0004288472730747,0.0002242002670653,,,,,,8.74754864932788,,,,,,,,,,,,,,,,,,,,,3.31410238236476,0.0793657347666188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.006187555688205,0.0744455508941001,,,,0.0016219856873523,1.12130796244259,0.0071131333243703,,,,,
2016-04-20,442.661653302163,,,,,,,,,,,,,,,,,,,6.36117172573639,,0.0003873488677073,0.0002277107168347,,,,,,8.50508721332554,,,,,,,,,,,,,,,,,,,,,3.29671385733838,0.0790878384859017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9955138081672869,0.0729082528297046,,,,0.0016247167701256,1.06094135507522,0.0073759283182009,,,,,
2016-04-21,452.164702805377,,,,,,,,,,,,,,,,,,,6.22020511309916,,0.0003774277706361,0.000229831010847,,,,,,8.15181716540035,,,,,,,,,,,,,,,,,,,,,3.37066107569017,0.0760415306661185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0001339748265208,0.0662060649279674,,,,0.0015917925859705,0.981181341480737,0.0072014491041004,,,,,
2016-04-22,448.134421332554,,,,,,,,,,,,,,,,,,,6.33776933566589,,0.0003633306787193,0.0002273463445889,,,,,,7.90673911747516,,,,,,,,,,,,,,,,,,,,,3.36252216794959,0.0716149159783145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0014568213806896,0.062290684565225,,,,0.0015863958515172,0.989371387834418,0.0073528151506689,,,,,
2016-04-23,453.914722969024,,,,,,,,,,,,,,,,,,,6.57470139263214,,0.0003578641391354,0.0002302183846041,,,,,,8.41247736469901,,,,,,,,,,,,,,,,,,,,,3.3588785543526,0.0759306499201382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000912837067893,0.0541003560453166,,,,0.0016159364137697,1.04240610449256,0.0073822602695131,,,,,
2016-04-24,463.382871420222,,,,,,,,,,,,,,,,,,,6.46841456721219,,0.0003367994539239,0.0002283538332374,,,,,,8.00785114552893,,,,,,,,,,,,,,,,,,,,,3.70729558157387,0.0714263334430428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0033995157775122,0.0513471757811222,,,,0.0015421338628743,1.0320168634889,0.0072509810479381,,,,,
2016-04-25,465.31600666277,,,,,,,,,,,,,,,,,,,6.23376475862299,,0.0002887281742008,0.0002265719364807,,,,,,7.51964895265927,,,,,,,,,,,,,,,,,,,,,3.85853011366558,0.0608458074937876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974443605201204,0.0475223598838954,,,,0.001519505329159,0.965922771252176,0.0072187896034416,,,,,
2016-04-26,469.60876452367,,,,,,,,,,,,,,,,,,,6.14667907486797,,0.0002672447141863,0.0002354564824743,,,,,,7.43243647223846,,,,,,,,,,,,,,,,,,,,,4.08844940725923,0.0527794511815191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0043805571187563,0.0470184972556489,,,,0.0015591010982185,0.896391896455801,0.0069281092842449,,,,,
2016-04-27,445.741113091759,,,,,,,,,,,,,,,,,,,6.31107008305039,,0.0003012561242225,0.0002241407233319,,,,,,7.79292508533022,,,,,,,,,,,,,,,,,,,,,3.90623349710198,0.0542791590993013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0056331422780072,0.0463590918868932,,,,0.0016562077676983,0.94855150529717,0.0065122776622706,,,,,
2016-04-28,451.060061776739,,,,,,,,,,,,,,,,,,,6.48579643870394,,0.0003022244770674,0.0002286678640837,,,,,,7.25401684395091,,,,,,,,,,,,,,,,,,,,,3.81420631471924,0.0550630410469903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998155333784317,0.0452461195103646,,,,0.0016147950211607,0.907644784959095,0.0066577440525744,,,,,
2016-04-29,457.009965225015,,,,,,,,,,,,,,,,,,,6.65154529992021,,0.0002973569661226,0.000230961404498,,,,,,7.4498408755114,,,,,,,,,,,,,,,,,,,,,3.84212629135239,0.0527300891754025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991326010220776,0.0476199282133644,,,,0.0016544746344168,0.888846439584395,0.0068339894629134,,,,,
2016-04-30,449.900484511981,,,,,,,,,,,,,,,,,,,6.87955502507682,,0.0002977200022137,0.0002261962115405,,,,,,8.81711589421391,,,,,,,,,,,,,,,,,,,,,3.66755484891188,0.0560725625194446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.003422824482063,0.0452874222191888,,,,0.0015971467200175,0.921884171016812,0.0067942619628924,,,,,
2016-05-01,455.010731151374,,,,,,,,,,,,,,,,,,,6.84888475103936,,0.0002839285577668,0.0002297267540265,,,,,,8.77974883343074,,,,,,,,,,,,,,,,,,,,,3.72755624230189,0.0585795093207221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0099008241404872,0.0468786110564834,,,,0.0016334885248334,0.919290390836116,0.0067436105986011,,,,,
2016-05-02,444.933061192285,,,,,,,,,,,,,,,,,,,6.83807114253018,,0.0002867558473619,0.000227540431767,,,,,,10.0712527831677,,,,,,,,,,,,,,,,,,,,,3.67960596430809,0.0601723771548813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9975753036361226,0.0566196794965052,,,,0.0015790419499867,0.969167126456863,0.0066037482427133,,,,,
2016-05-03,451.628850379895,,,,,,,,,,,,,,,,,,,6.79296437685495,,0.0002917221463524,0.0002286025932475,,,,,,9.36254626475746,,,,,,,,,,,,,,,,,,,,,3.76670244565333,0.0594851091289513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035421005799718,0.049173349229363,,,,0.0015807009763296,0.923743221153633,0.0064552676237724,,,,,
2016-05-04,448.367967562829,,,,,,,,,,,,,,,,,,,6.85416659317896,,0.0002994466482231,0.0002269546672167,,,,,,9.37736405669199,,,,,,,,,,,,,,,,,,,,,3.75773461573446,0.0584796303567851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0014991345734492,0.0449538205337665,,,,0.0015415435789317,0.916906627671272,0.0062579199405193,,,,,
2016-05-05,449.336072472238,,,,,,,,,,,,,,,,,,,6.84490363559111,,0.000311821901636,0.0002220410353009,,,,,,9.76751992986558,,,,,,,,,,,,,,,,,,,,,3.72512338384583,0.058425869028854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99971507252183,0.0460928943142022,,,,0.0015429365609637,0.909713971231928,0.0062417494424606,,,,,
2016-05-06,461.693862361192,,,,,,,,,,,,,,,,,,,6.82143650086404,,0.0003000937248922,0.0002249399211446,,,,,,9.37613761835184,,,,,,,,,,,,,,,,,,,,,3.84238303392333,0.0581647607905378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0022904121747898,0.0446042440427148,,,,0.0016365126169798,0.883123851727474,0.0064670751827876,,,,,
2016-05-07,461.361842489772,,,,,,,,,,,,,,,,,,,6.62938291729601,,0.0002954705768788,0.0002235528403317,,,,,,9.38955362945646,,,,,,,,,,,,,,,,,,,,,4.02329019169594,0.0515059615211322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.006896817314081,0.0404148271419911,,,,0.0015594030276154,0.885141433765338,0.0064891796993391,,,,,
2016-05-08,461.378872296902,,,,,,,,,,,,,,,,,,,6.73480916139658,,0.0002957241723628,0.0002243638805749,,,,,,9.50255639976622,,,,,,,,,,,,,,,,,,,,,3.96719572790812,0.0503873124373752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997034409947196,0.039481738728316,,,,0.0015304964577784,0.85356212274808,0.0063891142209565,,,,,
2016-05-09,463.462231677382,,,,,,,,,,,,,,,,,,,6.64004685104005,,0.00030022899175,0.0002222905174893,,,,,,9.35556831794272,,,,,,,,,,,,,,,,,,,,,4.1123272101011,0.0475353265361456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0061219999953248,0.0391494868608007,,,,0.0014923483860011,0.832943507096808,0.0064177817410865,,,,,
2016-05-10,451.079668322618,,,,,,,,,,,,,,,,,,,6.79736052617629,,0.0002967492584114,0.0002205874486736,,,,,,9.39206859146698,,,,,,,,,,,,,,,,,,,,,3.82474829620881,0.0524109620850588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989214841851296,0.0391221396336207,,,,0.0015162042555433,0.829715421233288,0.0061854121565041,,,,,
2016-05-11,453.896305260082,,,,,,,,,,,,,,,,,,,6.80479999663244,,0.000295283289248,0.0002233954789247,,,,,,9.93194304792519,,,,,,,,,,,,,,,,,,,,,3.88726357013785,0.0531432710524022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0059488209908527,0.0404108647678022,,,,0.0015526182345453,0.860500719148502,0.0061320764776767,,,,,
2016-05-12,455.607255932203,,,,,,,,,,,,,,,,,,,6.78346117476503,,0.0002843290174854,0.0002339959456839,,,,,,10.0866100637054,,,,,,,,,,,,,,,,,,,,,3.87825552897276,0.0530475670507855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0053981002356165,0.0380174671368253,,,,0.0015653786585633,0.871963170023378,0.0061610035728632,,,,,
2016-05-13,457.241902688486,,,,,,,,,,,,,,,,,,,6.98151809189125,,0.0002819603171005,0.0002360365010565,,,,,,10.6019870642899,,,,,,,,,,,,,,,,,,,,,3.95974127197866,0.0527384673200328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.006839755895898,0.037174478607001,,,,0.0015067945919883,0.849800518282101,0.0060863290618311,,,,,
2016-05-14,458.119524839275,,,,,,,,,,,,,,,,,,,6.98618454200323,,0.0002678082133344,0.0002332215815068,,,,,,10.2316977346581,,,,,,,,,,,,,,,,,,,,,4.03314243599803,0.0512990015791876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0053866448378357,0.0346307026045592,,,,0.0014484333690143,0.843531581180106,0.0061218977988534,,,,,
2016-05-15,460.85772063121,,,,,,,,,,,,,,,,,,,7.07089318466184,,0.0002635082632297,0.0002331541159155,,,,,,9.98070815254237,,,,,,,,,,,,,,,,,,,,,4.10133578383654,0.0523795930961631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0032134697636297,0.0354906530658095,,,,0.0014977875920514,0.830917021233374,0.0060346862045346,,,,,
2016-05-16,455.224077323203,,,,,,,,,,,,,,,,,,,7.31134747661278,,0.0002602370516701,0.0002280432510656,,,,,,11.114176936879,,,,,,,,,,,,,,,,,,,,,4.0218897808392,0.059202759400923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0022067807057118,0.0387225660549506,,,,0.0015093320112468,0.81557057726914,0.0059807307351843,,,,,
2016-05-17,453.545777030976,,,,,,,,,,,,,,,,,,,7.30230054994154,1.73483843573388,0.0002809714763324,0.000226825386903,,,,,,12.1861296873174,,,,,,,,,,,,,,,,,,,,,3.97656074427082,0.0615148316317081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.011092005905979,0.0365545371425503,,,,0.0014671092565933,0.814432187864919,0.0059140293776368,,,,,
2016-05-18,454.486184102864,,,,,,,,,,,,,,,,,,,7.41113568405695,1.59207301378757,0.0002731865718065,0.0002273346533533,,,,,,13.3669491794272,,,,,,,,,,,,,,,,,,,,,4.00716187137876,0.0576910383761692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0092305442645093,0.035447492944103,,,,0.0014366305623231,0.840335673830191,0.0060093701236952,,,,,
2016-05-19,437.724187142022,,,,,,,,,,,,,,,,,,,7.66059237837026,1.56904854062956,0.0002806891639854,0.000221866273207,,,,,,14.4955469053185,,,,,,,,,,,,,,,,,,,,,3.81386203821912,0.0594201213012581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000172848909353,0.0343787655595328,,,,0.0015327706763216,0.852464691000038,0.0061005394832068,,,,,
2016-05-20,442.396799240211,,,,,,,,,,,,,,,,,,,7.92628269120234,1.48798607201268,0.0002923937741736,0.0002245053738705,,,,,,13.6553194693162,,,,,,,,,,,,,,,,,,,,,3.87252883999354,0.0569288877184619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0124481483372216,0.0344273189168732,,,,0.0017024863844836,0.937639810789231,0.0060286376262657,,,,,
2016-05-21,444.078207188778,,,,,,,,,,,,,,,,,,,8.31516536500004,1.5310098403499,0.0003121862010244,0.0002282609611105,,,,,,14.0069761648159,,,,,,,,,,,,,,,,,,,,,3.97578135381562,0.0579371948451086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0170788738750205,0.0346027529888737,,,,0.0016266506866401,0.977120776335139,0.0059534206750364,,,,,
2016-05-22,440.558668848627,,,,,,,,,,,,,,,,,,,8.07033942247513,1.46603477320591,0.0003127966548825,0.0002228588298915,,,,,,14.2251007592051,,,,,,,,,,,,,,,,,,,,,3.94116287093199,0.0602486494232615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0097035231105909,0.0342842756098001,,,,0.0017039192298534,0.936119332606682,0.0059487661182417,,,,,
2016-05-23,444.205057276447,,,,,,,,,,,,,,,,,,,8.10497425687801,1.53083359545692,0.0002933459063136,0.0002242393340996,,,,,,13.3380535230859,,,,,,,,,,,,,,,,,,,,,3.98145632819618,0.0575436900042353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0041848645062377,0.0333652626669288,,,,0.0016613269142139,0.904605664526557,0.0058826511892043,,,,,
2016-05-24,445.674454938632,,,,,,,,,,,,,,,,,,,7.71504276229224,1.44367345567686,0.0002923796338564,0.0002227512182904,,,,,,12.7534579099942,,,,,,,,,,,,,,,,,,,,,3.95170546806803,0.0556914000532341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995028417662474,0.0325788542302642,,,,0.001632055425893,0.900894537267308,0.005790068373417,,,,,
2016-05-25,450.54952717709,,,,,,,,,,,,,,,,,,,7.614552785062,1.39713660345514,0.0003257823304091,0.0002220752299649,,,,,,12.5230016165985,,,,,,,,,,,,,,,,,,,,,4.03098536353335,0.0554078269520069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.001191620134697,0.0317987432205629,,,,0.0016452075360256,0.869779196136307,0.0056437861378737,,,,,
2016-05-26,454.43372238457,,,,,,,,,,,,,,,,,,,7.39987121233696,1.34212388107828,0.0003146011991834,0.0002250523649538,,,,,,12.5269520222092,,,,,,,,,,,,,,,,,,,,,4.09849413782618,0.0553151950814592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0047024391407045,0.0290551254553621,,,,0.0015041756210929,0.862759682062303,0.00574604749618,,,,,
2016-05-27,471.820117299825,,,,,,,,,,,,,,,,,,,7.48082347050857,1.33525494063708,0.0003029700091031,0.0002238880213945,,,,,,11.2072346171829,,,,,,,,,,,,,,,,,,,,,4.44577970214468,0.0549002955960708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0135138187112327,0.0311295701117411,,,,0.0015497195100586,0.855476129748717,0.0055068610460054,,,,,
2016-05-28,530.910597895967,,,,,,,,,,,,,,,,,,,7.85325620176394,1.58225365834883,0.0002815805835484,0.0002182291877437,,,,,,11.8741358088837,,,,,,,,,,,,,,,,,,,,,4.54987967743778,0.0571634739164673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0845538799763093,0.0297429186464631,,,,0.00157553848204,0.917208061933378,0.0054587141651646,,,,,
2016-05-29,527.54971244886,,,,,,,,,,,,,,,,,,,8.16780519173212,1.47713919485681,0.0002947562999452,0.000222574965737,,,,,,12.382008962595,,,,,,,,,,,,,,,,,,,,,4.50898107406016,0.0641032814979616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0066922458551786,0.0323124198874927,,,,0.0015813965536488,0.889018063911178,0.0057617124998971,,,,,
2016-05-30,533.493149035652,,,,,,,,,,,,,,,,,,,8.08708837168062,1.4816094782295,0.0002952006857402,0.0002317378560884,,,,,,12.6808595523086,,,,,,,,,,,,,,,,,,,,,4.57612782033687,0.0708985586336087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.004765273446695,0.0314951568703605,,,,0.0016324918422667,0.904060454501123,0.0056848565376322,,,,,
2016-05-31,530.943692811221,,,,,,,,,,,,,,,,,,,8.18088088387052,1.51448301474965,0.0003026379049023,0.0002267130499239,,,,,,14.0467417369959,,,,,,,,,,,,,,,,,,,,,4.6292846220459,0.0616309614139921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035008121459277,0.031801207605019,,,,0.0018098483393658,0.927732325024238,0.0055940435383575,,,,,
2016-06-01,537.613678842782,,,,,,,,,,,,,,,,,,,8.24905262298904,1.78992105266793,0.0003018215351919,0.0002319232732665,,,,,,13.9132192115722,,,,,,,,,,,,,,,,,,,,,4.72533015668994,0.0585855705490783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0005983821171829,0.0322312380490253,,,,0.0020027683730073,0.913788220512895,0.0057727015015005,,,,,
2016-06-02,538.771243191116,,,,,,,,,,,,,,,,,,,8.13798495413689,1.7718786942013,0.0002896470100485,0.0002297986409017,,,,,,13.8279425201636,,,,,,,,,,,,,,,,,,,,,4.71965872032083,0.0609192298937024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0041609383925016,0.0315039327079993,,,,0.0019574626731243,0.929848583881028,0.0057369769518799,,,,,
2016-06-03,570.175988252484,,,,,,,,,,,,,,,,,,,8.07095428148427,1.73904816768984,0.0002850879941262,0.0002369621082212,,,,,,13.8905734938632,,,,,,,,,,,,,,,,,,,,,4.90322858592895,0.0608140181699261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0036413015580288,0.0319504399949564,,,,0.0020013177187662,0.945960479215732,0.0057900938393255,,,,,
2016-06-04,574.26620163647,,,,,,,,,,,,,,,,,,,8.08125411837679,1.75151191499123,0.0002928757628346,0.0002402584123397,,,,,,13.7240073641146,,,,,,,,,,,,,,,,,,,,,4.84388417222902,0.0607783307230567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.003201775462805,0.0321761352776914,,,,0.0020180795060262,0.97898593780073,0.0057851513382794,,,,,
2016-06-05,575.137638047925,,,,,,,,,,,,,,,,,,,7.6022465167354,1.66827183650317,0.0002847670819034,0.0002390758420081,,,,,,13.932690873758,,,,,,,,,,,,,,,,,,,,,4.82740964882535,0.0612967919564029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974293545783696,0.0317130893619626,,,,0.0019931500731037,1.00336358105565,0.0057672990542236,,,,,
2016-06-06,585.857149035652,,,,,,,,,,,,,,,,,,,7.78483241246784,1.67039475284534,0.0002800588919908,0.0002365519622258,,,,,,13.9915409222677,,,,,,,,,,,,,,,,,,,,,4.9656849531743,0.0590443571617209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0028442963297746,0.0316187103334541,,,,0.0020205415263601,1.00376587586343,0.0057239130293054,,,,,
2016-06-07,578.469240677966,,,,,,,,,,,,,,,,,,,7.99171101658656,1.68448607957572,0.000369204020324,0.0002397969688739,,,,,,14.5364203635301,,,,,,,,,,,,,,,,,,,,,4.79392713047355,0.0555839655837117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0031175609713123,0.0311343809932373,,,,0.0020130729575593,1.00281103983833,0.0058460273887995,,,,,
